date,mmdd,month,day,weekday,count,abundance,description
2024-03-16,03-16,March,16,Saturday,76,Very Low,Number of unsanitary condition complaints to 311
2024-03-17,03-17,March,17,Sunday,100,Very Low,Number of unsanitary condition complaints to 311
2024-03-18,03-18,March,18,Monday,225,Low,Number of unsanitary condition complaints to 311
2024-03-19,03-19,March,19,Tuesday,764,Very High,Number of unsanitary condition complaints to 311
2024-03-20,03-20,March,20,Wednesday,340,Medium,Number of unsanitary condition complaints to 311
2024-03-21,03-21,March,21,Thursday,348,Medium,Number of unsanitary condition complaints to 311
2024-03-22,03-22,March,22,Friday,335,Medium,Number of unsanitary condition complaints to 311
2024-03-23,03-23,March,23,Saturday,220,Low,Number of unsanitary condition complaints to 311
2024-03-24,03-24,March,24,Sunday,159,Very Low,Number of unsanitary condition complaints to 311
2024-03-25,03-25,March,25,Monday,397,High,Number of unsanitary condition complaints to 311
2024-03-26,03-26,March,26,Tuesday,390,High,Number of unsanitary condition complaints to 311
2024-03-27,03-27,March,27,Wednesday,299,Low,Number of unsanitary condition complaints to 311
2024-03-28,03-28,March,28,Thursday,291,Low,Number of unsanitary condition complaints to 311
2024-03-29,03-29,March,29,Friday,238,Low,Number of unsanitary condition complaints to 311
2024-03-30,03-30,March,30,Saturday,154,Very Low,Number of unsanitary condition complaints to 311
2024-03-31,03-31,March,31,Sunday,146,Very Low,Number of unsanitary condition complaints to 311
2024-04-01,04-01,April,1,Monday,359,Medium,Number of unsanitary condition complaints to 311
2024-04-02,04-02,April,2,Tuesday,340,Medium,Number of unsanitary condition complaints to 311
2024-04-03,04-03,April,3,Wednesday,438,Very High,Number of unsanitary condition complaints to 311
2024-04-04,04-04,April,4,Thursday,365,Medium,Number of unsanitary condition complaints to 311
2024-04-05,04-05,April,5,Friday,287,Low,Number of unsanitary condition complaints to 311
2024-04-06,04-06,April,6,Saturday,163,Very Low,Number of unsanitary condition complaints to 311
2024-04-07,04-07,April,7,Sunday,166,Very Low,Number of unsanitary condition complaints to 311
2024-04-08,04-08,April,8,Monday,339,Medium,Number of unsanitary condition complaints to 311
2024-04-09,04-09,April,9,Tuesday,357,Medium,Number of unsanitary condition complaints to 311
2024-04-10,04-10,April,10,Wednesday,334,Medium,Number of unsanitary condition complaints to 311
2024-04-11,04-11,April,11,Thursday,0,Very Low,Number of unsanitary condition complaints to 311
2024-04-12,04-12,April,12,Friday,0,Very Low,Number of unsanitary condition complaints to 311
2024-04-13,04-13,April,13,Saturday,0,Very Low,Number of unsanitary condition complaints to 311
2024-04-14,04-14,April,14,Sunday,0,Very Low,Number of unsanitary condition complaints to 311
2024-04-15,04-15,April,15,Monday,1258,Very High,Number of unsanitary condition complaints to 311
2024-04-16,04-16,April,16,Tuesday,390,High,Number of unsanitary condition complaints to 311
2024-04-17,04-17,April,17,Wednesday,363,Medium,Number of unsanitary condition complaints to 311
2024-04-18,04-18,April,18,Thursday,354,Medium,Number of unsanitary condition complaints to 311
2024-04-19,04-19,April,19,Friday,322,Medium,Number of unsanitary condition complaints to 311
2024-04-20,04-20,April,20,Saturday,162,Very Low,Number of unsanitary condition complaints to 311
2024-04-21,04-21,April,21,Sunday,161,Very Low,Number of unsanitary condition complaints to 311
2024-04-22,04-22,April,22,Monday,360,Medium,Number of unsanitary condition complaints to 311
2024-04-23,04-23,April,23,Tuesday,313,Medium,Number of unsanitary condition complaints to 311
2024-04-24,04-24,April,24,Wednesday,353,Medium,Number of unsanitary condition complaints to 311
2024-04-25,04-25,April,25,Thursday,309,Low,Number of unsanitary condition complaints to 311
2024-04-26,04-26,April,26,Friday,334,Medium,Number of unsanitary condition complaints to 311
2024-04-27,04-27,April,27,Saturday,116,Very Low,Number of unsanitary condition complaints to 311
2024-04-28,04-28,April,28,Sunday,150,Very Low,Number of unsanitary condition complaints to 311
2024-04-29,04-29,April,29,Monday,346,Medium,Number of unsanitary condition complaints to 311
2024-04-30,04-30,April,30,Tuesday,372,High,Number of unsanitary condition complaints to 311
2024-05-01,05-01,May,1,Wednesday,354,Medium,Number of unsanitary condition complaints to 311
2024-05-02,05-02,May,2,Thursday,343,Medium,Number of unsanitary condition complaints to 311
2024-05-03,05-03,May,3,Friday,257,Low,Number of unsanitary condition complaints to 311
2024-05-04,05-04,May,4,Saturday,164,Very Low,Number of unsanitary condition complaints to 311
2024-05-05,05-05,May,5,Sunday,163,Very Low,Number of unsanitary condition complaints to 311
2024-05-06,05-06,May,6,Monday,375,High,Number of unsanitary condition complaints to 311
2024-05-07,05-07,May,7,Tuesday,372,High,Number of unsanitary condition complaints to 311
2024-05-08,05-08,May,8,Wednesday,349,Medium,Number of unsanitary condition complaints to 311
2024-05-09,05-09,May,9,Thursday,309,Low,Number of unsanitary condition complaints to 311
2024-05-10,05-10,May,10,Friday,307,Low,Number of unsanitary condition complaints to 311
2024-05-11,05-11,May,11,Saturday,165,Very Low,Number of unsanitary condition complaints to 311
2024-05-12,05-12,May,12,Sunday,127,Very Low,Number of unsanitary condition complaints to 311
2024-05-13,05-13,May,13,Monday,361,Medium,Number of unsanitary condition complaints to 311
2024-05-14,05-14,May,14,Tuesday,391,High,Number of unsanitary condition complaints to 311
2024-05-15,05-15,May,15,Wednesday,357,Medium,Number of unsanitary condition complaints to 311
2024-05-16,05-16,May,16,Thursday,379,High,Number of unsanitary condition complaints to 311
2024-05-17,05-17,May,17,Friday,329,Medium,Number of unsanitary condition complaints to 311
2024-05-18,05-18,May,18,Saturday,154,Very Low,Number of unsanitary condition complaints to 311
2024-05-19,05-19,May,19,Sunday,195,Very Low,Number of unsanitary condition complaints to 311
2024-05-20,05-20,May,20,Monday,429,High,Number of unsanitary condition complaints to 311
2024-05-21,05-21,May,21,Tuesday,348,Medium,Number of unsanitary condition complaints to 311
2024-05-22,05-22,May,22,Wednesday,371,High,Number of unsanitary condition complaints to 311
2024-05-23,05-23,May,23,Thursday,322,Medium,Number of unsanitary condition complaints to 311
2024-05-24,05-24,May,24,Friday,329,Medium,Number of unsanitary condition complaints to 311
2024-05-25,05-25,May,25,Saturday,180,Very Low,Number of unsanitary condition complaints to 311
2024-05-26,05-26,May,26,Sunday,202,Low,Number of unsanitary condition complaints to 311
2024-05-27,05-27,May,27,Monday,194,Very Low,Number of unsanitary condition complaints to 311
2024-05-28,05-28,May,28,Tuesday,492,Very High,Number of unsanitary condition complaints to 311
2024-05-29,05-29,May,29,Wednesday,439,Very High,Number of unsanitary condition complaints to 311
2024-05-30,05-30,May,30,Thursday,383,High,Number of unsanitary condition complaints to 311
2024-05-31,05-31,May,31,Friday,426,High,Number of unsanitary condition complaints to 311
2024-06-01,06-01,June,1,Saturday,197,Very Low,Number of unsanitary condition complaints to 311
2024-06-02,06-02,June,2,Sunday,209,Low,Number of unsanitary condition complaints to 311
2024-06-03,06-03,June,3,Monday,436,High,Number of unsanitary condition complaints to 311
2024-06-04,06-04,June,4,Tuesday,372,High,Number of unsanitary condition complaints to 311
2024-06-05,06-05,June,5,Wednesday,454,Very High,Number of unsanitary condition complaints to 311
2024-06-06,06-06,June,6,Thursday,410,High,Number of unsanitary condition complaints to 311
2024-06-07,06-07,June,7,Friday,377,High,Number of unsanitary condition complaints to 311
2024-06-08,06-08,June,8,Saturday,178,Very Low,Number of unsanitary condition complaints to 311
2024-06-09,06-09,June,9,Sunday,175,Very Low,Number of unsanitary condition complaints to 311
2024-06-10,06-10,June,10,Monday,450,Very High,Number of unsanitary condition complaints to 311
2024-06-11,06-11,June,11,Tuesday,454,Very High,Number of unsanitary condition complaints to 311
2024-06-12,06-12,June,12,Wednesday,394,High,Number of unsanitary condition complaints to 311
2024-06-13,06-13,June,13,Thursday,392,High,Number of unsanitary condition complaints to 311
2024-06-14,06-14,June,14,Friday,324,Medium,Number of unsanitary condition complaints to 311
2024-06-15,06-15,June,15,Saturday,172,Very Low,Number of unsanitary condition complaints to 311
2024-06-16,06-16,June,16,Sunday,187,Very Low,Number of unsanitary condition complaints to 311
2024-06-17,06-17,June,17,Monday,393,High,Number of unsanitary condition complaints to 311
2024-06-18,06-18,June,18,Tuesday,376,High,Number of unsanitary condition complaints to 311
2024-06-19,06-19,June,19,Wednesday,310,Low,Number of unsanitary condition complaints to 311
2024-06-20,06-20,June,20,Thursday,429,High,Number of unsanitary condition complaints to 311
2024-06-21,06-21,June,21,Friday,344,Medium,Number of unsanitary condition complaints to 311
2024-06-22,06-22,June,22,Saturday,254,Low,Number of unsanitary condition complaints to 311
2024-06-23,06-23,June,23,Sunday,249,Low,Number of unsanitary condition complaints to 311
2024-06-24,06-24,June,24,Monday,510,Very High,Number of unsanitary condition complaints to 311
2024-06-25,06-25,June,25,Tuesday,414,High,Number of unsanitary condition complaints to 311
2024-06-26,06-26,June,26,Wednesday,451,Very High,Number of unsanitary condition complaints to 311
2024-06-27,06-27,June,27,Thursday,430,High,Number of unsanitary condition complaints to 311
2024-06-28,06-28,June,28,Friday,342,Medium,Number of unsanitary condition complaints to 311
2024-06-29,06-29,June,29,Saturday,164,Very Low,Number of unsanitary condition complaints to 311
2024-06-30,06-30,June,30,Sunday,224,Low,Number of unsanitary condition complaints to 311
2024-07-01,07-01,July,1,Monday,467,Very High,Number of unsanitary condition complaints to 311
2024-07-02,07-02,July,2,Tuesday,404,High,Number of unsanitary condition complaints to 311
2024-07-03,07-03,July,3,Wednesday,355,Medium,Number of unsanitary condition complaints to 311
2024-07-04,07-04,July,4,Thursday,166,Very Low,Number of unsanitary condition complaints to 311
2024-07-05,07-05,July,5,Friday,324,Medium,Number of unsanitary condition complaints to 311
2024-07-06,07-06,July,6,Saturday,199,Very Low,Number of unsanitary condition complaints to 311
2024-07-07,07-07,July,7,Sunday,248,Low,Number of unsanitary condition complaints to 311
2024-07-08,07-08,July,8,Monday,511,Very High,Number of unsanitary condition complaints to 311
2024-07-09,07-09,July,9,Tuesday,496,Very High,Number of unsanitary condition complaints to 311
2024-07-10,07-10,July,10,Wednesday,488,Very High,Number of unsanitary condition complaints to 311
2024-07-11,07-11,July,11,Thursday,239,Low,Number of unsanitary condition complaints to 311
2024-07-12,07-12,July,12,Friday,206,Low,Number of unsanitary condition complaints to 311
2024-07-13,07-13,July,13,Saturday,0,Very Low,Number of unsanitary condition complaints to 311
2024-07-14,07-14,July,14,Sunday,833,Very High,Number of unsanitary condition complaints to 311
2024-07-15,07-15,July,15,Monday,472,Very High,Number of unsanitary condition complaints to 311
2024-07-16,07-16,July,16,Tuesday,506,Very High,Number of unsanitary condition complaints to 311
2024-07-17,07-17,July,17,Wednesday,438,Very High,Number of unsanitary condition complaints to 311
2024-07-18,07-18,July,18,Thursday,420,High,Number of unsanitary condition complaints to 311
2024-07-19,07-19,July,19,Friday,272,Low,Number of unsanitary condition complaints to 311
2024-07-20,07-20,July,20,Saturday,214,Low,Number of unsanitary condition complaints to 311
2024-07-21,07-21,July,21,Sunday,207,Low,Number of unsanitary condition complaints to 311
2024-07-22,07-22,July,22,Monday,486,Very High,Number of unsanitary condition complaints to 311
2024-07-23,07-23,July,23,Tuesday,433,High,Number of unsanitary condition complaints to 311
2024-07-24,07-24,July,24,Wednesday,466,Very High,Number of unsanitary condition complaints to 311
2024-07-25,07-25,July,25,Thursday,410,High,Number of unsanitary condition complaints to 311
2024-07-26,07-26,July,26,Friday,350,Medium,Number of unsanitary condition complaints to 311
2024-07-27,07-27,July,27,Saturday,196,Very Low,Number of unsanitary condition complaints to 311
2024-07-28,07-28,July,28,Sunday,194,Very Low,Number of unsanitary condition complaints to 311
2024-07-29,07-29,July,29,Monday,523,Very High,Number of unsanitary condition complaints to 311
2024-07-30,07-30,July,30,Tuesday,474,Very High,Number of unsanitary condition complaints to 311
2024-07-31,07-31,July,31,Wednesday,496,Very High,Number of unsanitary condition complaints to 311
2024-08-01,08-01,August,1,Thursday,413,High,Number of unsanitary condition complaints to 311
2024-08-02,08-02,August,2,Friday,406,High,Number of unsanitary condition complaints to 311
2024-08-03,08-03,August,3,Saturday,215,Low,Number of unsanitary condition complaints to 311
2024-08-04,08-04,August,4,Sunday,286,Low,Number of unsanitary condition complaints to 311
2024-08-05,08-05,August,5,Monday,547,Very High,Number of unsanitary condition complaints to 311
2024-08-06,08-06,August,6,Tuesday,509,Very High,Number of unsanitary condition complaints to 311
2024-08-07,08-07,August,7,Wednesday,514,Very High,Number of unsanitary condition complaints to 311
2024-08-08,08-08,August,8,Thursday,489,Very High,Number of unsanitary condition complaints to 311
2024-08-09,08-09,August,9,Friday,514,Very High,Number of unsanitary condition complaints to 311
2024-08-10,08-10,August,10,Saturday,234,Low,Number of unsanitary condition complaints to 311
2024-08-11,08-11,August,11,Sunday,254,Low,Number of unsanitary condition complaints to 311
2024-08-12,08-12,August,12,Monday,478,Very High,Number of unsanitary condition complaints to 311
2024-08-13,08-13,August,13,Tuesday,483,Very High,Number of unsanitary condition complaints to 311
2024-08-14,08-14,August,14,Wednesday,442,Very High,Number of unsanitary condition complaints to 311
2024-08-15,08-15,August,15,Thursday,414,High,Number of unsanitary condition complaints to 311
2024-08-16,08-16,August,16,Friday,397,High,Number of unsanitary condition complaints to 311
2024-08-17,08-17,August,17,Saturday,191,Very Low,Number of unsanitary condition complaints to 311
2024-08-18,08-18,August,18,Sunday,279,Low,Number of unsanitary condition complaints to 311
2024-08-19,08-19,August,19,Monday,579,Very High,Number of unsanitary condition complaints to 311
2024-08-20,08-20,August,20,Tuesday,533,Very High,Number of unsanitary condition complaints to 311
2024-08-21,08-21,August,21,Wednesday,445,Very High,Number of unsanitary condition complaints to 311
2024-08-22,08-22,August,22,Thursday,446,Very High,Number of unsanitary condition complaints to 311
2024-08-23,08-23,August,23,Friday,360,Medium,Number of unsanitary condition complaints to 311
2024-08-24,08-24,August,24,Saturday,189,Very Low,Number of unsanitary condition complaints to 311
2024-08-25,08-25,August,25,Sunday,189,Very Low,Number of unsanitary condition complaints to 311
2024-08-26,08-26,August,26,Monday,486,Very High,Number of unsanitary condition complaints to 311
2024-08-27,08-27,August,27,Tuesday,500,Very High,Number of unsanitary condition complaints to 311
2024-08-28,08-28,August,28,Wednesday,516,Very High,Number of unsanitary condition complaints to 311
2024-08-29,08-29,August,29,Thursday,484,Very High,Number of unsanitary condition complaints to 311
2024-08-30,08-30,August,30,Friday,379,High,Number of unsanitary condition complaints to 311
2024-08-31,08-31,August,31,Saturday,221,Low,Number of unsanitary condition complaints to 311
2024-09-01,09-01,September,1,Sunday,217,Low,Number of unsanitary condition complaints to 311
2024-09-02,09-02,September,2,Monday,236,Low,Number of unsanitary condition complaints to 311
2024-09-03,09-03,September,3,Tuesday,563,Very High,Number of unsanitary condition complaints to 311
2024-09-04,09-04,September,4,Wednesday,456,Very High,Number of unsanitary condition complaints to 311
2024-09-05,09-05,September,5,Thursday,481,Very High,Number of unsanitary condition complaints to 311
2024-09-06,09-06,September,6,Friday,435,High,Number of unsanitary condition complaints to 311
2024-09-07,09-07,September,7,Saturday,219,Low,Number of unsanitary condition complaints to 311
2024-09-08,09-08,September,8,Sunday,225,Low,Number of unsanitary condition complaints to 311
2024-09-09,09-09,September,9,Monday,480,Very High,Number of unsanitary condition complaints to 311
2024-09-10,09-10,September,10,Tuesday,492,Very High,Number of unsanitary condition complaints to 311
2024-09-11,09-11,September,11,Wednesday,422,High,Number of unsanitary condition complaints to 311
2024-09-12,09-12,September,12,Thursday,472,Very High,Number of unsanitary condition complaints to 311
2024-09-13,09-13,September,13,Friday,448,Very High,Number of unsanitary condition complaints to 311
2024-09-14,09-14,September,14,Saturday,244,Low,Number of unsanitary condition complaints to 311
2024-09-15,09-15,September,15,Sunday,222,Low,Number of unsanitary condition complaints to 311
2024-09-16,09-16,September,16,Monday,496,Very High,Number of unsanitary condition complaints to 311
2024-09-17,09-17,September,17,Tuesday,464,Very High,Number of unsanitary condition complaints to 311
2024-09-18,09-18,September,18,Wednesday,369,Medium,Number of unsanitary condition complaints to 311
2024-09-19,09-19,September,19,Thursday,418,High,Number of unsanitary condition complaints to 311
2024-09-20,09-20,September,20,Friday,382,High,Number of unsanitary condition complaints to 311
2024-09-21,09-21,September,21,Saturday,176,Very Low,Number of unsanitary condition complaints to 311
2024-09-22,09-22,September,22,Sunday,243,Low,Number of unsanitary condition complaints to 311
2024-09-23,09-23,September,23,Monday,518,Very High,Number of unsanitary condition complaints to 311
2024-09-24,09-24,September,24,Tuesday,471,Very High,Number of unsanitary condition complaints to 311
2024-09-25,09-25,September,25,Wednesday,440,Very High,Number of unsanitary condition complaints to 311
2024-09-26,09-26,September,26,Thursday,357,Medium,Number of unsanitary condition complaints to 311
2024-09-27,09-27,September,27,Friday,407,High,Number of unsanitary condition complaints to 311
2024-09-28,09-28,September,28,Saturday,203,Low,Number of unsanitary condition complaints to 311
2024-09-29,09-29,September,29,Sunday,213,Low,Number of unsanitary condition complaints to 311
2024-09-30,09-30,September,30,Monday,457,Very High,Number of unsanitary condition complaints to 311
2024-10-01,10-01,October,1,Tuesday,440,Very High,Number of unsanitary condition complaints to 311
2024-10-02,10-02,October,2,Wednesday,400,High,Number of unsanitary condition complaints to 311
2024-10-03,10-03,October,3,Thursday,336,Medium,Number of unsanitary condition complaints to 311
2024-10-04,10-04,October,4,Friday,369,Medium,Number of unsanitary condition complaints to 311
2024-10-05,10-05,October,5,Saturday,173,Very Low,Number of unsanitary condition complaints to 311
2024-10-06,10-06,October,6,Sunday,244,Low,Number of unsanitary condition complaints to 311
2024-10-07,10-07,October,7,Monday,515,Very High,Number of unsanitary condition complaints to 311
2024-10-08,10-08,October,8,Tuesday,379,High,Number of unsanitary condition complaints to 311
2024-10-09,10-09,October,9,Wednesday,349,Medium,Number of unsanitary condition complaints to 311
2024-10-10,10-10,October,10,Thursday,350,Medium,Number of unsanitary condition complaints to 311
2024-10-11,10-11,October,11,Friday,346,Medium,Number of unsanitary condition complaints to 311
2024-10-12,10-12,October,12,Saturday,178,Very Low,Number of unsanitary condition complaints to 311
2024-10-13,10-13,October,13,Sunday,164,Very Low,Number of unsanitary condition complaints to 311
2024-10-14,10-14,October,14,Monday,290,Low,Number of unsanitary condition complaints to 311
2024-10-15,10-15,October,15,Tuesday,519,Very High,Number of unsanitary condition complaints to 311
2024-10-16,10-16,October,16,Wednesday,445,Very High,Number of unsanitary condition complaints to 311
2024-10-17,10-17,October,17,Thursday,453,Very High,Number of unsanitary condition complaints to 311
2024-10-18,10-18,October,18,Friday,347,Medium,Number of unsanitary condition complaints to 311
2024-10-19,10-19,October,19,Saturday,156,Very Low,Number of unsanitary condition complaints to 311
2024-10-20,10-20,October,20,Sunday,160,Very Low,Number of unsanitary condition complaints to 311
2024-10-21,10-21,October,21,Monday,427,High,Number of unsanitary condition complaints to 311
2024-10-22,10-22,October,22,Tuesday,446,Very High,Number of unsanitary condition complaints to 311
2024-10-23,10-23,October,23,Wednesday,409,High,Number of unsanitary condition complaints to 311
2024-10-24,10-24,October,24,Thursday,396,High,Number of unsanitary condition complaints to 311
2024-10-25,10-25,October,25,Friday,350,Medium,Number of unsanitary condition complaints to 311
2024-10-26,10-26,October,26,Saturday,178,Very Low,Number of unsanitary condition complaints to 311
2024-10-27,10-27,October,27,Sunday,222,Low,Number of unsanitary condition complaints to 311
2024-10-28,10-28,October,28,Monday,465,Very High,Number of unsanitary condition complaints to 311
2024-10-29,10-29,October,29,Tuesday,418,High,Number of unsanitary condition complaints to 311
2024-10-30,10-30,October,30,Wednesday,366,Medium,Number of unsanitary condition complaints to 311
2024-10-31,10-31,October,31,Thursday,310,Low,Number of unsanitary condition complaints to 311
2024-11-01,11-01,November,1,Friday,306,Low,Number of unsanitary condition complaints to 311
2024-11-02,11-02,November,2,Saturday,156,Very Low,Number of unsanitary condition complaints to 311
2024-11-03,11-03,November,3,Sunday,199,Very Low,Number of unsanitary condition complaints to 311
2024-11-04,11-04,November,4,Monday,453,Very High,Number of unsanitary condition complaints to 311
2024-11-05,11-05,November,5,Tuesday,271,Low,Number of unsanitary condition complaints to 311
2024-11-06,11-06,November,6,Wednesday,341,Medium,Number of unsanitary condition complaints to 311
2024-11-07,11-07,November,7,Thursday,349,Medium,Number of unsanitary condition complaints to 311
2024-11-08,11-08,November,8,Friday,370,High,Number of unsanitary condition complaints to 311
2024-11-09,11-09,November,9,Saturday,231,Low,Number of unsanitary condition complaints to 311
2024-11-10,11-10,November,10,Sunday,213,Low,Number of unsanitary condition complaints to 311
2024-11-11,11-11,November,11,Monday,289,Low,Number of unsanitary condition complaints to 311
2024-11-12,11-12,November,12,Tuesday,428,High,Number of unsanitary condition complaints to 311
2024-11-13,11-13,November,13,Wednesday,498,Very High,Number of unsanitary condition complaints to 311
2024-11-14,11-14,November,14,Thursday,408,High,Number of unsanitary condition complaints to 311
2024-11-15,11-15,November,15,Friday,308,Low,Number of unsanitary condition complaints to 311
2024-11-16,11-16,November,16,Saturday,205,Low,Number of unsanitary condition complaints to 311
2024-11-17,11-17,November,17,Sunday,200,Very Low,Number of unsanitary condition complaints to 311
2024-11-18,11-18,November,18,Monday,452,Very High,Number of unsanitary condition complaints to 311
2024-11-19,11-19,November,19,Tuesday,416,High,Number of unsanitary condition complaints to 311
2024-11-20,11-20,November,20,Wednesday,373,High,Number of unsanitary condition complaints to 311
2024-11-21,11-21,November,21,Thursday,409,High,Number of unsanitary condition complaints to 311
2024-11-22,11-22,November,22,Friday,427,High,Number of unsanitary condition complaints to 311
